1 ; 31.12.2001 00:01 ; Перенос ; НеЗадано ; 0 ; 224 ; 162 ; -1 ; -1 ; 328 ; USD ; 0 ; USD ;   ; 
3155 ; 09.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 49000.00 ; BYR ; 0 ; USD ;   ; 
3156 ; 09.11.2010 00:03 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 100000.00 ; BYR ; 0 ; USD ;   ; 
3157 ; 09.11.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 255 ; 199 ; 45800.00 ; BYR ; 0 ; USD ;   ; 
3158 ; 09.11.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 26100.00 ; BYR ; 0 ; USD ;   ; 
3159 ; 09.11.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 7500.00 ; BYR ; 0 ; USD ;   ; 
3160 ; 10.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 255 ; 199 ; 9900.00 ; BYR ; 0 ; USD ;   ; 
3161 ; 10.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 2500.00 ; BYR ; 0 ; USD ;   ; 
3162 ; 10.11.2010 00:03 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 16200.00 ; BYR ; 0 ; USD ;   ; 
3163 ; 11.11.2010 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 175 ; 213 ; 216000.00 ; BYR ; 0 ; USD ;   ; маркетологи цветной
3164 ; 11.11.2010 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 175 ; 215 ; 2000.00 ; BYR ; 0 ; USD ;   ; dvd soft
3165 ; 11.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 929 ; 930 ; 3700.00 ; BYR ; 0 ; USD ;   ; снимок зуба
3166 ; 11.11.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 272 ; 714 ; 84100.00 ; BYR ; 0 ; USD ; 1066 ; Дт 32,6 л
3167 ; 11.11.2010 00:05 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 6400.00 ; BYR ; 0 ; USD ;   ; мешки
3168 ; 11.11.2010 00:06 ; Перенос ; НеЗадано ; 0 ; 167 ; 162 ; -1 ; -1 ; 100000.00 ; BYR ; 0 ; USD ;   ; 
3169 ; 11.11.2010 00:07 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 150000.00 ; BYR ; 0 ; USD ;   ; 
3170 ; 11.11.2010 00:08 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 4900.00 ; BYR ; 0 ; USD ;   ; канц
3171 ; 11.11.2010 00:09 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 33800.00 ; BYR ; 0 ; USD ;   ; 
3172 ; 11.11.2010 00:10 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 30000.00 ; BYR ; 0 ; USD ;   ; фотки
3173 ; 11.11.2010 00:11 ; Перенос ; НеЗадано ; 0 ; 162 ; 163 ; -1 ; -1 ; 200000.00 ; BYR ; 0 ; USD ;   ; 
3174 ; 12.11.2010 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 175 ; 204 ; 812800.00 ; BYR ; 0 ; USD ;   ; зпл1
3175 ; 12.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 15500.00 ; BYR ; 0 ; USD ;   ; 
3176 ; 12.11.2010 00:03 ; Перенос ; НеЗадано ; 0 ; 163 ; 165 ; -1 ; -1 ; 250000.00 ; BYR ; 0 ; USD ;   ; 
3177 ; 12.11.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 23400.00 ; BYR ; 0 ; USD ;   ; 
3178 ; 12.11.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 1400.00 ; BYR ; 0 ; USD ;   ; талоны
3179 ; 12.11.2010 00:06 ; Перенос ; НеЗадано ; 0 ; 162 ; 169 ; -1 ; -1 ; 500000.00 ; BYR ; 0 ; USD ;   ; 
3180 ; 13.11.2010 00:01 ; Расход ; КартаДругое ; 0 ; 165 ; -1 ; 241 ; 285 ; 90000.00 ; BYR ; 0 ; USD ; 1071 ; кредит  жск
3181 ; 13.11.2010 00:02 ; Расход ; ОплатаПоЕрип ; 0 ; 165 ; -1 ; 269 ; 282 ; 25000.00 ; BYR ; 0 ; USD ;   ; byfly
3182 ; 13.11.2010 00:03 ; Расход ; ОплатаПоЕрип ; 0 ; 165 ; -1 ; 266 ; 278 ; 15300.00 ; BYR ; 0 ; USD ;   ; дом тел
3183 ; 13.11.2010 00:04 ; Расход ; ОплатаПоЕрип ; 0 ; 165 ; -1 ; 266 ; 278 ; 100700.00 ; BYR ; 0 ; USD ;   ; кварт
3184 ; 13.11.2010 00:05 ; Расход ; ОплатаПоЕрип ; 0 ; 165 ; -1 ; 268 ; 281 ; 500.00 ; BYR ; 0 ; USD ; 1082 ; газ
3185 ; 13.11.2010 00:06 ; Расход ; ОплатаПоЕрип ; 0 ; 165 ; -1 ; 270 ; 256 ; 15000.00 ; BYR ; 0 ; USD ;   ; велком юля
3186 ; 13.11.2010 00:07 ; Расход ; ОплатаПоЕрип ; 0 ; 165 ; -1 ; 270 ; 256 ; 3500.00 ; BYR ; 0 ; USD ;   ; велком мой
3187 ; 13.11.2010 00:08 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 7300.00 ; BYR ; 0 ; USD ;   ; кош  наполнит
3188 ; 13.11.2010 00:09 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 73800.00 ; BYR ; 0 ; USD ;   ; 
3189 ; 13.11.2010 00:10 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 22000.00 ; BYR ; 0 ; USD ;   ; фрукты
3190 ; 13.11.2010 00:11 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 258 ; 141700.00 ; BYR ; 0 ; USD ;   ; мясо
3191 ; 14.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 61800.00 ; BYR ; 0 ; USD ;   ; 
3192 ; 15.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 2800.00 ; BYR ; 0 ; USD ;   ; 
3193 ; 15.11.2010 00:02 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 1400.00 ; BYR ; 0 ; USD ;   ; талоны
3194 ; 15.11.2010 00:03 ; Перенос ; НеЗадано ; 0 ; 169 ; 162 ; -1 ; -1 ; 100000.00 ; BYR ; 0 ; USD ;   ; 
3195 ; 16.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 19000.00 ; BYR ; 0 ; USD ;   ; фрукты
3196 ; 16.11.2010 00:02 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 175 ; 215 ; 282.00 ; USD ; 0 ; USD ;   ; ups в серверную
3197 ; 16.11.2010 00:03 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 50000.00 ; BYR ; 0 ; USD ;   ; 
3198 ; 16.11.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 2800.00 ; BYR ; 0 ; USD ;   ; талоны
3199 ; 16.11.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 54800.00 ; BYR ; 0 ; USD ;   ; 
3200 ; 17.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 3500.00 ; BYR ; 0 ; USD ;   ; малым спект 50%
3201 ; 17.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 25800.00 ; BYR ; 0 ; USD ;   ; 
3202 ; 17.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 2500.00 ; BYR ; 0 ; USD ;   ; 
3203 ; 18.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 97500.00 ; BYR ; 0 ; USD ;   ; чаппи 15 кг
3204 ; 18.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 7400.00 ; BYR ; 0 ; USD ;   ; картофель
3205 ; 18.11.2010 00:03 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 50000.00 ; BYR ; 0 ; USD ;   ; 
3206 ; 18.11.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 24900.00 ; BYR ; 0 ; USD ;   ; 
3207 ; 18.11.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 21000.00 ; BYR ; 0 ; USD ;   ; 
3208 ; 18.11.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 6300.00 ; BYR ; 0 ; USD ;   ; 
3209 ; 18.11.2010 00:07 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 2800.00 ; BYR ; 0 ; USD ;   ; талоны
3210 ; 19.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 3000.00 ; BYR ; 0 ; USD ;   ; полдники малым
3211 ; 19.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 35600.00 ; BYR ; 0 ; USD ;   ; фрукты
3212 ; 19.11.2010 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 175 ; 217 ; 55000.00 ; BYR ; 0 ; USD ;   ; монитор Дубовика
3213 ; 19.11.2010 00:04 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 100000.00 ; BYR ; 0 ; USD ;   ; 
3214 ; 19.11.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 255 ; 199 ; 38400.00 ; BYR ; 0 ; USD ;   ; 
3215 ; 19.11.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 16400.00 ; BYR ; 0 ; USD ;   ; 
3216 ; 19.11.2010 00:07 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 175 ; 187 ; 400.00 ; USD ; 0 ; USD ;   ; зпл2
3217 ; 19.11.2010 00:08 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 175 ; 187 ; 200000.00 ; BYR ; 0 ; USD ;   ; зпл2
3218 ; 20.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 11000.00 ; BYR ; 0 ; USD ;   ; 2 тен ракетки
3219 ; 20.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 3300.00 ; BYR ; 0 ; USD ;   ; зуб паста
3220 ; 20.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 38100.00 ; BYR ; 0 ; USD ;   ; 
3221 ; 21.11.2010 00:01 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 20600.00 ; BYR ; 0 ; USD ;   ; 
3222 ; 22.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 1000.00 ; BYR ; 0 ; USD ;   ; хлопцам в школу
3223 ; 22.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 274 ; 748 ; 5100.00 ; BYR ; 0 ; USD ; 1068 ; лампочка стоп правый
3224 ; 22.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 273 ; 720 ; 18100.00 ; BYR ; 0 ; USD ; 1070 ; мойка
3225 ; 22.11.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 3000.00 ; BYR ; 0 ; USD ;   ; малым полдники
3226 ; 22.11.2010 00:05 ; Перенос ; НеЗадано ; 0 ; 167 ; 283 ; -1 ; -1 ; 10.00 ; USD ; 0 ; USD ;   ; ремонт 2200 склад
3227 ; 22.11.2010 00:06 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 50000.00 ; BYR ; 0 ; USD ;   ; 
3228 ; 22.11.2010 00:07 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 22000.00 ; BYR ; 0 ; USD ;   ; 
3229 ; 22.11.2010 00:08 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 2900.00 ; BYR ; 0 ; USD ;   ; талоны
3230 ; 23.11.2010 00:01 ; Доход ; НеЗадано ; 0 ; 310 ; -1 ; 246 ; 208 ; 46.00 ; USD ; 0 ; USD ;   ; 
3231 ; 23.11.2010 00:02 ; Перенос ; НеЗадано ; 0 ; 167 ; 310 ; -1 ; -1 ; 900.00 ; USD ; 0 ; USD ;   ; продление, доп взнос
3232 ; 23.11.2010 00:03 ; Расход ; Наличные ; 0 ; 167 ; -1 ; 272 ; 714 ; 20.00 ; EUR ; 0 ; USD ; 1066 ; Дт 32,2
3233 ; 23.11.2010 00:04 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 175 ; 213 ; 115.00 ; USD ; 0 ; USD ;   ; для приемка СТО
3234 ; 23.11.2010 00:05 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 175 ; 217 ; 10.00 ; USD ; 0 ; USD ;   ; ламинатор
3235 ; 23.11.2010 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 175 ; 217 ; 60.00 ; USD ; 0 ; USD ;   ; ремонт 2200 на склад
3236 ; 23.11.2010 00:07 ; Перенос ; НеЗадано ; 0 ; 283 ; 167 ; -1 ; -1 ; 10.00 ; USD ; 0 ; USD ;   ; 
3237 ; 23.11.2010 00:08 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 2000.00 ; BYR ; 0 ; USD ;   ; хлопцам на музей
3238 ; 23.11.2010 00:09 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 8000.00 ; BYR ; 0 ; USD ;   ; полдники
3239 ; 23.11.2010 00:10 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 2800.00 ; BYR ; 0 ; USD ;   ; талоны
3240 ; 23.11.2010 00:11 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 52800.00 ; BYR ; 0 ; USD ;   ; 
3241 ; 24.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 24000.00 ; BYR ; 0 ; USD ;   ; цветы похороны
3242 ; 24.11.2010 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 175 ; 213 ; 270000.00 ; BYR ; 0 ; USD ;   ; струйные картриджи
3243 ; 24.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 7800.00 ; BYR ; 0 ; USD ;   ; 
3244 ; 24.11.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 18300.00 ; BYR ; 0 ; USD ;   ; фрукты
3245 ; 24.11.2010 00:05 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 50000.00 ; BYR ; 0 ; USD ;   ; 
3246 ; 24.11.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 11100.00 ; BYR ; 0 ; USD ;   ; 
3247 ; 25.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 272 ; 714 ; 49800.00 ; BYR ; 0 ; USD ; 1066 ; Дт 19,3
3248 ; 25.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 17000.00 ; BYR ; 0 ; USD ;   ; 
3249 ; 25.11.2010 00:03 ; Перенос ; НеЗадано ; 0 ; 169 ; 163 ; -1 ; -1 ; 100000.00 ; BYR ; 0 ; USD ;   ; 
3250 ; 25.11.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 255 ; 199 ; 10000.00 ; BYR ; 0 ; USD ;   ; 
3251 ; 25.11.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 1400.00 ; BYR ; 0 ; USD ;   ; талоны
3252 ; 25.11.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 24700.00 ; BYR ; 0 ; USD ;   ; 
3253 ; 25.11.2010 00:07 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 1800.00 ; BYR ; 0 ; USD ;   ; ?
3254 ; 26.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 500.00 ; BYR ; 0 ; USD ;   ; борис
3255 ; 26.11.2010 00:02 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 5000.00 ; BYR ; 0 ; USD ;   ; яне в школу
3256 ; 26.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 34300.00 ; BYR ; 0 ; USD ;   ; 
3257 ; 26.11.2010 00:04 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 221 ; 210 ; 237.00 ; USD ; 0 ; USD ;   ; 
3258 ; 26.11.2010 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 221 ; 210 ; 345000.00 ; BYR ; 0 ; USD ;   ; 345000/3065=113
3259 ; 27.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 2300.00 ; BYR ; 0 ; USD ;   ; 
3260 ; 27.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 56400.00 ; BYR ; 0 ; USD ;   ; 
3261 ; 27.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 255 ; 199 ; 18100.00 ; BYR ; 0 ; USD ;   ; 
3262 ; 28.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 197 ; 47500.00 ; BYR ; 0 ; USD ;   ; шапки зимние *2
3263 ; 28.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 106300.00 ; BYR ; 0 ; USD ;   ; постельное белье
3264 ; 28.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 197 ; 90000.00 ; BYR ; 0 ; USD ;   ; юля осенние сапоги
3265 ; 28.11.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 197 ; 12000.00 ; BYR ; 0 ; USD ;   ; пряжа на шарф яне
3266 ; 28.11.2010 00:05 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 255 ; 199 ; 5000.00 ; BYR ; 0 ; USD ;   ; 
3267 ; 28.11.2010 00:06 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 38100.00 ; BYR ; 0 ; USD ;   ; 
3268 ; 29.11.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; -30000 ; BYR ; 0 ; USD ;   ; боровая , сладости
3269 ; 29.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 30000.00 ; BYR ; 0 ; USD ;   ; боровая , сладости
3270 ; 29.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 2700.00 ; BYR ; 0 ; USD ;   ; 
3271 ; 29.11.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 10000.00 ; BYR ; 0 ; USD ;   ; малым полдники
3272 ; 30.11.2010 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 175 ; 207 ; 20000.00 ; BYR ; 0 ; USD ;   ; 
3273 ; 30.11.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 274 ; 748 ; 800.00 ; BYR ; 0 ; USD ; 1068 ; батарейка
3274 ; 30.11.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 18200.00 ; BYR ; 0 ; USD ;   ; фрукты
3275 ; 30.11.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 5800.00 ; BYR ; 0 ; USD ;   ; 
3276 ; 30.11.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 6800.00 ; BYR ; 0 ; USD ;   ; 
3277 ; 30.11.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 264 ; 256 ; 2800.00 ; BYR ; 0 ; USD ;   ; талоны
3278 ; 01.12.2010 00:01 ; Перенос ; НеЗадано ; 0 ; 162 ; 283 ; -1 ; -1 ; 48.00 ; USD ; 0 ; USD ;   ; кар
3279 ; 01.12.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 5000.00 ; BYR ; 0 ; USD ;   ; пена
3280 ; 01.12.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 33600.00 ; BYR ; 0 ; USD ;   ; проладки
3281 ; 01.12.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 925 ; 930 ; 97000.00 ; BYR ; 0 ; USD ;   ; депульпация 5-го
3282 ; 01.12.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 255 ; 199 ; 7900.00 ; BYR ; 0 ; USD ;   ; 
3283 ; 01.12.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 18300.00 ; BYR ; 0 ; USD ;   ; 
3284 ; 02.12.2010 00:01 ; Обмен ; НеЗадано ; 0 ; 167 ; 163 ; 246 ; -1 ; 100.00 ; USD ; 306600.00 ; BYR ;   ; приор
3285 ; 02.12.2010 00:02 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 197 ; 58000.00 ; BYR ; 0 ; USD ;   ; свитера малым *2
3286 ; 02.12.2010 00:03 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 134300.00 ; BYR ; 0 ; USD ;   ; ульяна,эвел,ангелина
3287 ; 02.12.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 29400.00 ; BYR ; 0 ; USD ;   ; 
3288 ; 03.12.2010 00:01 ; Перенос ; НеЗадано ; 0 ; 162 ; 283 ; -1 ; -1 ; 35.00 ; USD ; 0 ; USD ;   ; кар
3289 ; 03.12.2010 00:02 ; Обмен ; НеЗадано ; 0 ; 167 ; 162 ; 246 ; -1 ; 200.00 ; USD ; 611000.00 ; BYR ;   ; приор
3290 ; 03.12.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 21300.00 ; BYR ; 0 ; USD ;   ; 
3291 ; 03.12.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 50900.00 ; BYR ; 0 ; USD ;   ; яйца, фрукты
3292 ; 03.12.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 4600.00 ; BYR ; 0 ; USD ;   ; 
3293 ; 04.12.2010 00:01 ; Перенос ; НеЗадано ; 0 ; 162 ; 169 ; -1 ; -1 ; 300000.00 ; BYR ; 0 ; USD ;   ; 
3294 ; 04.12.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 75000.00 ; BYR ; 0 ; USD ;   ; шапку корнеичу
3295 ; 04.12.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 720 ; 6500.00 ; BYR ; 0 ; USD ; 1070 ; щетка
3296 ; 04.12.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 36700.00 ; BYR ; 0 ; USD ;   ; подарок даяне
3297 ; 04.12.2010 00:05 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 5300.00 ; BYR ; 0 ; USD ;   ; 
3298 ; 04.12.2010 00:06 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 21900.00 ; BYR ; 0 ; USD ;   ; 
3299 ; 04.12.2010 00:07 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 5500.00 ; BYR ; 0 ; USD ;   ; ветосмотр кот
3300 ; 04.12.2010 00:08 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 15000.00 ; BYR ; 0 ; USD ;   ; аттракционы
3301 ; 05.12.2010 00:01 ; Доход ; НеЗадано ; 0 ; 163 ; -1 ; 225 ; 228 ; 100000.00 ; BYR ; 0 ; USD ;   ; корнеич юле д.р.
3302 ; 05.12.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 272 ; 714 ; 103200.00 ; BYR ; 0 ; USD ; 1066 ; Дт 40 л
3303 ; 05.12.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 184 ; 729 ; 35000.00 ; BYR ; 0 ; USD ;   ; штраф
3304 ; 06.12.2010 00:01 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 175 ; 213 ; 75.00 ; USD ; 0 ; USD ;   ; fx10
3305 ; 06.12.2010 00:02 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 175 ; 213 ; 150.00 ; USD ; 0 ; USD ;   ; кар
3306 ; 06.12.2010 00:03 ; Перенос ; НеЗадано ; 0 ; 283 ; 162 ; -1 ; -1 ; 83.00 ; USD ; 0 ; USD ;   ; 
3307 ; 06.12.2010 00:04 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 45900.00 ; BYR ; 0 ; USD ;   ; 
3308 ; 06.12.2010 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 7800.00 ; BYR ; 0 ; USD ;   ; friskies
3309 ; 06.12.2010 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 255 ; 199 ; 7900.00 ; BYR ; 0 ; USD ;   ; 
3310 ; 07.12.2010 00:01 ; Перенос ; НеЗадано ; 0 ; 169 ; 162 ; -1 ; -1 ; 100000.00 ; BYR ; 0 ; USD ;   ; 
3311 ; 07.12.2010 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 15200.00 ; BYR ; 0 ; USD ;   ; хурма
3312 ; 07.12.2010 00:03 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 18500.00 ; BYR ; 0 ; USD ;   ; 
3313 ; 08.12.2010 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; -2500 ; BYR ; 0 ; USD ;   ; лампочка
3314 ; 08.12.2010 00:02 ; Перенос ; НеЗадано ; 0 ; 162 ; 163 ; -1 ; -1 ; 100000.00 ; BYR ; 0 ; USD ;   ; 
3315 ; 08.12.2010 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 2500.00 ; BYR ; 0 ; USD ;   ; лампочка
3316 ; 08.12.2010 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 22000.00 ; BYR ; 0 ; USD ;   ; лоск 3 кг
3317 ; 08.12.2010 00:05 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 6400.00 ; BYR ; 0 ; USD ;   ; 
