31.12.2001 18:00:00 ; Перенос ; Для ввода стартовых остатков ; Мой кошелек ; 328 ; USD ; 0 ; USD ;   ; 
17.06.2011 9:08:00 ; Расход ; Юлина карточка ;  ; 8500.00 ; BYR ; 0 ; USD ; Газовщики | Газ ; газ
17.06.2011 9:09:00 ; Расход ; Юлина карточка ;  ; 58200.00 ; BYR ; 0 ; USD ; Энергосбыт | Электричество ; эл-во
17.06.2011 9:10:00 ; Расход ; Юлина карточка ;  ; 12000.00 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; юля велком
17.06.2011 9:11:00 ; Доход ; Мой кошелек ;  ; 778000.00 ; BYR ; 0 ; USD ; Атлант-М | Картриджи ; кар
18.06.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 19200.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
20.06.2011 9:00:00 ; Доход ; Мой кошелек ;  ; 1000.00 ; BYR ; 0 ; USD ; Атлант-М | Компенсация топлива ; подвоз
20.06.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 16500.00 ; BYR ; 0 ; USD ; Прочие магазины | Обслуживание авто ; шампунь и губка
20.06.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 163000.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
21.06.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 28900.00 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; трусы мне
21.06.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 23300.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
21.06.2011 9:02:00 ; Расход ; Юлина карточка ;  ; 16300.00 ; BYR ; 0 ; USD ; ЖЭС | По жировке ; дом тел
21.06.2011 9:03:00 ; Расход ; Мой кошелек ;  ; 6000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; прищепки
21.06.2011 9:04:00 ; Расход ; Мой кошелек ;  ; 26000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; от клещей соби кот
21.06.2011 9:05:00 ; Расход ; Мой кошелек ;  ; 28000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; доски для кровати
21.06.2011 9:06:00 ; Расход ; Мой кошелек ;  ; 37600.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; карт, лук
22.06.2011 9:00:00 ; Перенос ; Мой кошелек ; Мне должны ; 334000.00 ; BYR ; 0 ; USD ;   ; тюнер цифр ТВ
22.06.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 15000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; блоки розеток*2
22.06.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 7300.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; мыло
22.06.2011 9:03:00 ; Расход ; Мой кошелек ;  ; 52300.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
22.06.2011 9:04:00 ; Расход ; Мой кошелек ;  ; 70000.00 ; BYR ; 0 ; USD ; Прочие магазины | Сельское хозяйство ; доплата за плуг
22.06.2011 9:05:00 ; Доход ; Мой кошелек ;  ; 1640000.00 ; BYR ; 0 ; USD ; Атлант-М | Моя з/пл конверт ; зпл2 1 часть
22.06.2011 9:06:00 ; Доход ; Шкаф ;  ; 250.00 ; USD ; 0 ; USD ; Атлант-М | Моя з/пл конверт ; зпл2 2 часть
22.06.2011 9:07:00 ; Перенос ; Мой кошелек ; Шкаф ; 1000000.00 ; BYR ; 0 ; USD ;   ; 
23.06.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 294000.00 ; BYR ; 0 ; USD ; ОСАГО | Обслуживание авто ; страховка на год
23.06.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 92800.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; весы
23.06.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 59400.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
24.06.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 120900.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
24.06.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 500.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; петля дверная
24.06.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 27000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; сифон
24.06.2011 9:03:00 ; Расход ; Мой кошелек ;  ; 15200.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; быт хим
24.06.2011 9:04:00 ; Расход ; Мой кошелек ;  ; 29000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; ВВГ 2*1,5 6м
24.06.2011 9:05:00 ; Расход ; Мой кошелек ;  ; 14000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; фитинг
24.06.2011 9:06:00 ; Расход ; Мой кошелек ;  ; 3200.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; уголки гардинные
24.06.2011 9:07:00 ; Расход ; Мой кошелек ;  ; 10400.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; пакеты
24.06.2011 9:08:00 ; Расход ; Мой кошелек ;  ; 66300.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; овощи, яйца
25.06.2011 9:00:00 ; Расход ; Юлин кошелек ;  ; 31000.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
26.06.2011 9:00:00 ; Расход ; Юлин кошелек ;  ; 8100.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
27.06.2011 9:00:00 ; Доход ; Мой кошелек ;  ; 1400000.00 ; BYR ; 0 ; USD ; Квартиросъемщики | Сдача квартиры ; кв на июль
27.06.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 261500.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; ящик ввода
27.06.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 19200.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; ВВГ-П 2*4,0 5м
27.06.2011 9:03:00 ; Расход ; Мой кошелек ;  ; 6500.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; лоток для стол приб
27.06.2011 9:04:00 ; Расход ; Мой кошелек ;  ; 100800.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; бра *3
27.06.2011 9:05:00 ; Расход ; Мой кошелек ;  ; 8000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; черенок шуфля
27.06.2011 9:06:00 ; Расход ; Мой кошелек ;  ; 16200.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; шуфель
27.06.2011 9:07:00 ; Расход ; Мой кошелек ;  ; 86900.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
28.06.2011 9:00:00 ; Доход ; Мой кошелек ;  ; 180000.00 ; BYR ; 0 ; USD ; Атлант-М | Ремонт ; кулер рогожиной
28.06.2011 9:01:00 ; Доход ; Мой кошелек ;  ; 20000.00 ; BYR ; 0 ; USD ; Атлант-М | Компенсация сотовых ; 
28.06.2011 9:02:00 ; Перенос ; Мне должны ; Мой кошелек ; 334000.00 ; BYR ; 0 ; USD ;   ; вернул тюнер
28.06.2011 9:03:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 11000.00 ; BYR ; 0 ; USD ;   ; 
28.06.2011 9:04:00 ; Расход ; Мой кошелек ;  ; 164600.00 ; BYR ; 0 ; USD ; АЗС | Авто топливо ; Дт 37 л
28.06.2011 9:05:00 ; Расход ; Мой кошелек ;  ; 45100.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; плитка электр
28.06.2011 9:06:00 ; Расход ; Мой кошелек ;  ; 69900.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; краска, 646 , кисти
28.06.2011 9:07:00 ; Расход ; Мой кошелек ;  ; 5300.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; лампочки
28.06.2011 9:08:00 ; Расход ; Мой кошелек ;  ; 47300.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
28.06.2011 9:09:00 ; Расход ; Мой кошелек ;  ; 19800.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; водка сантехнику
28.06.2011 9:10:00 ; Расход ; Мой кошелек ;  ; 43000.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; клубника 2,5 кг
28.06.2011 9:11:00 ; Расход ; Мой кошелек ;  ; 194000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; корм стесси
28.06.2011 9:12:00 ; Расход ; Мой кошелек ;  ; 58500.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; автоматы, колодка
28.06.2011 9:13:00 ; Расход ; Мой кошелек ;  ; 6900.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; мочалка
28.06.2011 9:14:00 ; Расход ; Мой кошелек ;  ; 17200.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; высверливание , бита
28.06.2011 9:15:00 ; Расход ; Мой кошелек ;  ; 4000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; салфетки
28.06.2011 9:16:00 ; Расход ; Мой кошелек ;  ; 25000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; часы
28.06.2011 9:17:00 ; Расход ; Мой кошелек ;  ; 27800.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; гречка, макароны
28.06.2011 9:18:00 ; Расход ; Мой кошелек ;  ; 48000.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; картошка 8 кг
28.06.2011 9:19:00 ; Расход ; Мой кошелек ;  ; 8300.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; морковь
30.06.2011 9:00:00 ; Расход ; Юлин кошелек ;  ; 22600.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
30.06.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 41500.00 ; BYR ; 0 ; USD ; Прочие магазины | Дача-Газ ; балон газа
01.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 14000.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; черника 1 л
01.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 100300.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
02.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 3000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочее на даче ; ручка к косе
02.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 39500.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
03.07.2011 9:00:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 11500.00 ; BYR ; 0 ; USD ;   ; 
03.07.2011 9:01:00 ; Расход ; Юлин кошелек ;  ; 30000.00 ; BYR ; 0 ; USD ; Прочие услугодатели | Дача-Вода ; вода июнь-июль
03.07.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 97700.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
05.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 31900.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
06.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 72300.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
06.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 23700.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; помидоры, огурцы
07.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 48000.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; кофе
07.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 9000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; лезвия
07.07.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 43800.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
07.07.2011 9:03:00 ; Расход ; Мой кошелек ;  ; 20000.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; черника 1 кг
07.07.2011 9:04:00 ; Расход ; Мой кошелек ;  ; 14700.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; персики
08.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 19700.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; книга валере
08.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 4600.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; открытка лене
08.07.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 99100.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
09.07.2011 9:00:00 ; Перенос ; Шкаф ; Мой кошелек ; 500000.00 ; BYR ; 0 ; USD ;   ; 
09.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 100000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; лене д.р.
09.07.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 50800.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
11.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 53900.00 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
11.07.2011 9:01:00 ; Доход ; Мой кошелек ;  ; 1355900.00 ; BYR ; 0 ; USD ; Атлант-М | Моя з/пл официальная ; зпл1
11.07.2011 9:02:00 ; Доход ; Мой кошелек ;  ; 269700.00 ; BYR ; 0 ; USD ; Атлант-М | Компенсация топлива ; 
11.07.2011 9:03:00 ; Расход ; Мой кошелек ;  ; 258900.00 ; BYR ; 0 ; USD ; АЗС | Авто топливо ; Дт 58,18 л
11.07.2011 9:04:00 ; Перенос ; Мой кошелек ; Шкаф ; 1000000.00 ; BYR ; 0 ; USD ;   ; 
12.07.2011 9:00:00 ; Расход ; Мой кошелек ;  ; 125000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; патрон к бошу
12.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; -105000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; вернули за утюг
12.07.2011 9:02:00 ; Расход ; Мой кошелек ;  ; 22000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; пилки для лобзика
12.07.2011 9:03:00 ; Доход ; Шкаф ;  ; 84.00 ; USD ; 0 ; USD ; Атлант-М | АТС ; плата вн абон сдал
13.07.2011 9:00:00 ; Доход ; Мой кошелек ;  ; 90000.00 ; BYR ; 0 ; USD ; Атлант-М | Ремонт ; кулер Боровко
13.07.2011 9:01:00 ; Расход ; Мой кошелек ;  ; 9000.00 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; ведро 5л
